"Supplemental Table 1: DogFiler multi-breed database (see Wictum et al. Developmental validation of DogFiler, a novel multiplex for canine DNA profiling in forensic casework, Forensic Sci. Int. Genet. (2012), http://dx.doi.org/10.1016/j.fsigen.2012.07.001)"																																		
	Breed	VGL0760		VGL0910		VGL1063		VGL1165		VGL1541		VGL1606		VGL1828		VGL2009		VGL2136		VGL2409		VGL2918		VGL3008		VGL3112		VGL3235		VGL3438				
167	Australian Shepherd	14	23.2	16.1	18.1	15	20	25	31	15	22	17	19	19	20	9	15	10	12	18	18	13	14	18	19	13	13	16	16	16	17			
168	Australian Shepherd	22.2	23.2	26.1	27.1	9	20	20	21	21	22	17	19	16	20	11	11	10	13	18	18	13	13	17	19	12	13	14	16	14	15			
169	Australian Shepherd	14	21.2	17.1	21.1	8	20	17	25	15	19	18	18	16	17	13	14	9	14	13	16	14	18.3	15	17	14	16	15	16	14	20			
170	Australian Shepherd	14	20.2	19.1	27.1	14	14	25	25	16	20	17	20	20	20	9	14	9	10	15	15	13	13	15	15	13	14	16	16	15	16			
171	Australian Shepherd	14	22.2	18.1	19	14	14	18	18	15	20	15	15	20	20	13	14	9	10	17	18	13	14	15	17	12	13	16	16	16	16			
172	Australian Shepherd	14	14	13	16.1	14	16	26	29	18	20	17	19	16	20	9	13	9	16	13	18	14	18.3	14	15	15	17	14	16	14	17			
173	Australian Shepherd	23.2	23.2	13	16.1	14	16	26	29	18	20	19	19	16	20	13	13	8	13	13	18	17.3	18.3	14	22	15	17	15	15	14	17			
174	Australian Shepherd	20.2	23.2	16.1	27.1	8	17	25	25	18	19	17	18	16	17	11	15	9	9	15	18	13	17.3	17	17	13	15	16	16	14	15			
175	Australian Shepherd	14	23.2	16.1	22.1	8	12	18	18	15	20	17	19	16	20	11	13	9	13	15	18	14	17.3	19	20	13	14	16	16	14	15			
176	Australian Shepherd	14	24.2	22.1	27.1	14	17	18	25	19	20	16	19	22	22	9	15	16	17	15	15	13	18.3	18	18	13	13	15	16	14	16			
177	Australian Shepherd	21.2	22.2	16.1	17.1	14	16	26	26	18	19	19	19	16	20	10	14	13	13	13	15	14	15	16	17	16	16	17	18	16	18			
178	Australian Shepherd	14	14	16.1	16.1	12	12	25	27	20	20	17	17	16	19	10	10	8	9	13	15	14	19.3	15	15	12	15	14	16	13	13			
179	Australian Shepherd	19.2	22.2	19.1	19.1	9	14	21	21	19	19	18	18	16	16	14	14	12	16	13	16	13	18.3	15	16	11	14	17	20	14	16			
180	Australian Shepherd	14	20.2	16.1	27.1	14	20	17	25	20	20	17	18	20	20	14	15	10	17	13	17	13	17.3	15	18	13	13	16	16	14	16			
181	Australian Shepherd	14	20.2	16.1	27.1	8	17	25	25	18	20	17	17	19	20	9	15	10	13	17	19	13	13	17	18	11	11	16	16	16	17			
182	Australian Shepherd	14	21.2	16.1	17.1	10	17	17	25	17	19	19	20	17	20	9	15	9	10	17	19	13	17.3	18	18	13	15	12	14	15	16			
183	"Australian Shepherd, Miniature "	14	21.2	16.1	21.1	14	19	24	32	18	22	17	19	16	19	15	15	13	17	17	17	13	19.3	17	18	11	16	12	16	14	15			
184	"Australian Shepherd, Miniature "	14	23.2	16.1	26.1	18	20	20	26	16	22	17	17	19	19	10	13	10	10	13	18	14	18.3	15	19	12	12	16	17	15	16			
185	"Australian Shepherd, Miniature "	13	21.2	16.1	21.1	14	14	19	32	22	22	17	17	19	19	13	14	10	10	13	18	14	14	15	19	12	12	17	17	15	15			
186	"Australian Shepherd, Miniature "	21.2	23.2	16.1	26.1	17	19	18	18	15	16	15	16	16	19	9	9	13	17	13	18	13	17.3	17	19	12	13	14	16	16	16			
187	"Australian Shepherd, Miniature "	21.2	21.2	18.1	18.1	15	20	21	21	22	22	15	15	16	16	13	13	10	12	14	17	14	17.3	19	23	13	16	16	18	15	15			
188	Australian Terrier	12	19.2	19.1	20.1	17	18	19	26	17	22	15	15	19	22	14	14	16	16	18	20	14	17.3	16	16	13	13	18	18	15	15			
189	Australian Terrier	12	24.2	19.1	19.1	11	13	19	25	19	23	20	20	19	19	15	15	10	15	14	14	12	14	16	17	11	14	13	14	12	12			
190	Australian Terrier	12	12	19.1	19.1	15	15	25	26	22	23	18	18	22	22	11	11	15	15	14	15	17.3	21.3	16	16	11	16	17	18	12	15			
191	Australian Terrier	12	24.2	19.1	22.1	13	18	26	26	22	22	18	20	19	21	11	15	8	15	14	14	16	17	19	20	13	13	13	18	12	12			
192	Azawakh 	18.2	23.2	19.1	20.1	13	14	20	32	15	21	18	18	19	21	13	14	13	13	13	17	13	18.3	14	17	11	13	14	17	16	17			
193	Basenji 	22.2	22.2	19.1	20.1	14	15	25	25	17	20	16	17	19	21	13	14	16	16	17	18	15	19.3	17	19	16	16	13	14	16	16			
194	Basenji 	20.2	24.2	19.1	19.1	14	15	26	28	20	20	16	16	21	21	13	13	10	16	17	20	12	12	17	17	13	16	14	18	16	16			
195	Basenji 	21.2	22.2	19.1	19.1	15	15	25	32	15	20	16	16	21	22	14	14	16	16	17	18	12	21.3	17	17	13	13	14	14	16	22			
196	Basenji 	22.2	25.2	19.1	19.1	14	15	25	26	19	20	16	16	20	21	13	14	14	15	18	20	13	15	17	19	13	13	14	18	17	17			
197	Basenji 	20.2	22.2	14.1	19.1	15	15	25	26	19	20	16	16	20	21	14	14	15	15	17	19	22.3	22.3	18	19	13	13	14	14	17	17			
198	Basenji 	22.2	22.2	13	13	15	15	15	33	20	20	16	17	21	21	13	13	14	15	15	18	13	13	17	20	13	13	12	14	17	18			
199	Basset Hound	21.2	23.2	18.1	19.1	11	17	28	29	18	20	17	19	16	20	14	14	9	13	16	16	13	14	16	18	11	13	14	14	14	14			
200	Basset Hound	13	21.2	18.1	18.1	11	11	28	29	16	17	15	16	21	21	13	13	14	14	16	16	16	17.3	18	18	12	16	14	14	14	14			
201	Basset Hound	21.2	23.2	19.1	20.1	14	14	22	28	17	17	17	19	19	21	14	15	13	14	15	16	14	16	16	18	15	15	14	15	14	14			
202	Basset Hound	18.2	21.2	19.1	21	11	17	19	29	17	18	17	19	21	21	12	13	13	14	15	18	18.3	22.3	16	17	13	15	14	14	14	14			
203	Basset Hound	22.2	23.2	18.1	20	14	17	19	28	17	17	17	18	19	19	12	14	14	14	16	17	17.3	21.3	16	17	12	15	14	14	14	17			
204	Basset Hound	18.2	21.2	19.1	19.1	11	11	19	27	17	18	14	14	20	21	14	14	13	14	14	16	13	17.3	15	16	13	15	14	14	14	14			
205	Basset Hound	21.2	23.2	19.1	20.1	11	14	19	29	16	18	14	14	19	20	14	15	14	14	14	16	12	17.3	15	18	12	14	14	16	14	14			
206	Basset Hound	22.2	23.2	16.1	19.1	11	13	28	28	17	19	17	17	16	16	13	14	9	14	14	16	15	17.3	16	18	12	12	14	14	14	15			
207	Basset Hound	22.2	22.2	18.1	21.1	11	11	28	28	16	16	17	18	21	21	14	14	10	14	16	16	13	14	15	16	15	15	14	14	14	14			
208	Basset Hound	22.2	23.2	18.1	20.1	14	15	19	28	16	18	14	19	16	16	13	13	9	14	16	18	17.3	17.3	16	18	12	15	14	14	14	17			
209	Basset Hound	13	13	22.1	22.1	13	13	22	28	16	17	18	19	15	19	14	14	12	14	16	16	13	14	16	17	12	13	14	15	14	14			
210	Basset Hound	13	23.2	19.1	20.1	11	15	20	27	16	17	17	17	16	20	14	15	13	14	16	16	13	17.3	16	17	13	15	14	14	14	17			
211	Basset Hound	18.2	21.2	16.1	18.1	14	17	28	29	16	18	14	19	16	21	13	15	13	14	14	16	13	15	18	20	11	15	14	14	13	14			
212	Basset Hound	18.2	23.2	19	22	11	11	27	28	17	17	14	18	19	21	14	15	14	14	17	18	14	17	16	16	12	13	14	16	12	14			
213	Basset Hound	13	18.2	20.1	22.1	11	11	19	28	16	18	14	18	16	21	15	15	10	14	14	17	13	14	17	17	13	15	14	15	14	17			
214	Basset Hound	13	21.2	19.1	20.1	11	14	27	28	16	17	17	17	19	19	9	14	12	14	14	16	17.3	20.3	16	16	12	12	14	14	14	14			
215	Beagle	12	22.2	17.1	17.1	14	17	26	29	15	23	16	25.3	19	20	13	15	13	15	16	17	12	13	16	20	15	15	14	18	12	19			
216	Beagle	12	22.2	19.1	19.1	14	19	18	26	19	21	17	17	19	19	9	13	8	10	14	18	15	16	20	21	11	13	14	14	15	15			
217	Beagle	14	22.2	16.1	20.1	11	15	18	30	15	19	17	17	17	20	13	13	9	15	16	18	15	15	13	17	13	15	14	18	11	16			
218	Beagle	20.2	21.2	17.1	17.1	14	14	26	26	19	20	17	17	19	20	9	14	12	14	17	18	13	13	13	20	13	14	13	17	16	20			
219	Beagle	12	21.2	17.1	19.1	13	14	18	21	16	18	14	17	17	19	13	14	9	9	16	18	13	19.3	18	20	14	15	13	13	16	16			
220	Beagle	22.2	23.2	17.1	18.1	13	19	18	30	16	17	14	24.3	19	20	13	14	9	10	16	16	21.3	22.3	15	19	13	13	13	16	15	16			
221	Beagle	12	21.2	18.1	19.1	14	18	18	21	17	26	14	18	16	19	14	15	10	14	18	18	13	13	18	18	13	13	13	16	12	16			
222	Beagle	22.2	24.2	14	18.1	9	19	26	30	17	18	16	17	16	19	14	15	8	14	15	15	13	14	14	19	12	12	14	14	12	19			
223	Beagle	22.2	23.2	19.1	19.1	18	18	17	26	19	24	17	18	15	17	9	13	10	15	14	16	13	13	13	18	13	15	14	14	12	12			
224	Beagle	21.2	24.2	19.1	19.1	13	13	16	18	18	18	16	17	19	20	14	15	14	15	16	16	13	20.3	15	15	13	13	14	18	16	16			
225	Beagle	12	22.2	16.1	19.1	13	14	22	22	18	19	14	18	17	20	13	15	8	14	15	16	12	16	15	19	14	15	14	16	12	20			
226	Beagle	20.2	23.2	17.1	19.1	17	18	20	29	19	22	17	22.3	16	19	11	14	11	12	15	15	14	21.3	16	19	13	14	13	14	15	21			
227	Beagle	22.2	23.2	19.1	19.1	13	18	21	26	17	24	13	17	17	19	14	15	8	12	14	15	16.3	21.3	13	15	11	13	14	16	15	16			
228	Beagle	14	23.2	17.1	20.1	15	18	21	28	16	17	12	18	20	20	14	15	9	15	14	16	16.3	22.3	15	18	14	15	13	14	12	16			
229	Beagle	20.2	23.2	17.1	19.1	14	14	16	20	16	18	15	20	17	20	9	14	13	15	14	15	13	14	15	17	11	13	13	18	16	20			
230	Beagle	12	24.2	17.1	20.1	13	14	17	21	17	23	14	17	19	20	13	15	10	15	15	18	13	14	20	20	14	15	14	18	15	16			
231	Beagle	12	21.2	19.1	20.1	13	18	26	26	17	23	18	18	19	20	9	13	9	15	18	18	13	13	13	15	12	13	16	16	14	15			
232	Beagle	20.2	20.2	18.1	19.1	13	13	21	22	17	17	14	20	19	19	15	15	12	12	15	15	13	13	15	20	11	13	13	14	16	22			
233	Beagle	14	23.2	17.1	17.1	13	15	18	18	15	16	14	14	19	19	13	14	8	9	15	18	13	15	13	18	13	13	13	14	16	16			
234	Beagle	12	20.2	16.1	17.1	8	17	16	18	18	22	18	19	19	19	13	13	8	12	14	18	13	16	13	20	13	13	13	16	14	16			
235	Beagle	18.2	21.2	17.1	19.1	13	19	26	30	15	18	14	17	19	20	10	15	13	14	14	16	14	22.3	16	18	13	14	16	18	12	14			
236	Beagle	21.2	22.2	17.1	19.1	13	14	28	29	23	24	16	17	19	20	13	14	9	14	16	16	13	20.3	15	17	13	14	13	14	15	16			
237	Beagle	23.2	23.2	18.1	19.1	17	17	25	27	17	24	17	19	20	20	13	16	13	15	15	18	12	13	20	20	11	14	14	14	16	17			
238	Beagle	21.2	25.2	15	19.1	13	15	21	26	17	20	17	26.3	17	19	13	14	11	14	14	16	13	21.3	16	18	12	15	13	18	12	16			
239	Beagle	12	20.2	18.1	19.1	8	15	24	29	17	18	18	24.3	19	23	10	13	12	15	15	17	12	13	18	21	12	13	14	14	12	13			
240	Beagle	20.2	22.2	19.1	19.1	13	15	23	26	17	24	14	16	20	20	13	13	12	15	18	18	13	16.3	20	22	12	14	15	15	15	16			
241	Beagle	21.2	22.2	19.1	20	13	14	16	18	18	19	21	22	19	20	13	15	8	13	16	16	15	15	15	22	13	15	14	16	12	20			
242	Beagle	21.2	21.2	18.1	20	13	13	26	26	15	19	14	18	19	19	14	15	8	12	16	16	13	15	15	21	11	13	14	15	20	20			
243	Beagle	21.2	21.2	20	20	13	14	16	26	15	19	14	15	19	20	15	15	12	12	16	18	13	13	15	15	11	13	14	14	12	20			
244	Beagle	14	21.2	18.1	19.1	17	19	16	26	15	23	16	17	19	19	14	15	10	12	15	18	14	15	15	15	11	13	13	14	12	12			
245	Bearded Collie 	23.2	23.2	18.1	19.1	8	19	21	23	17	18	15	17	17	21	13	13	8	15	17	17	12	14	16	18	12	13	12	13	12	16			
246	Bearded Collie 	23.2	23.2	17.1	17.1	8	8	20	23	18	18	15	17	17	21	14	15	8	13	17	18	12	13	16	16	11	13	12	12	16	16			
247	Bearded Collie 	20.2	23.2	17.1	19.1	8	8	20	20	17	18	17	19	15	21	13	13	10	13	18	18	12	14	16	18	11	11	13	14	16	16			
248	Bearded Collie 	20.2	23.2	17.1	20.1	8	9	20	23	17	18	15	19	21	21	13	14	13	13	18	18	13	14	15	18	12	13	13	14	12	16			
249	Bearded Collie 	23.2	23.2	17.1	20.1	9	14	20	21	18	23	16	17	17	17	14	15	13	13	18	18	12	19.3	16	18	13	13	12	14	12	16			
250	Bearded Collie 	20.2	20.2	16.1	20.1	8	19	21	22	17	18	17	17	17	21	13	15	12	13	17	18	12	12	17	18	12	14	13	17	16	16			
251	Bearded Collie 	20.2	23.2	20.1	21.1	8	9	21	22	17	18	15	17	21	21	13	15	8	13	17	18	12	12	17	17	12	13	13	13	15	16			
252	Bearded Collie 	20.2	23.2	17.1	17.1	8	14	21	22	18	18	17	17	17	21	14	14	15	15	17	18	14	14	16	16	12	13	12	16	15	16			
253	Bearded Collie 	20.2	23.2	17.1	18	8	13	21	22	22	23	17	17	17	17	13	14	13	15	18	18	12	14	16	18	11	11	12	16	14	16			
254	Bearded Collie 	18.2	23.2	18	18	13	13	22	23	18	18	17	17	17	17	9	14	13	19	17	18	12	14	16	16	11	13	12	16	13	16			
255	Bearded Collie 	23.2	23.2	17.1	18	8	13	21	23	18	19	17	17	15	17	13	14	13	15	15	18	12	19.3	16	18	11	13	12	13	15	16			
256	Bearded Collie 	23.2	24.2	20.1	20.1	12	13	21	22	17	18	15	17	15	17	9	13	8	13	15	17	12	12	16	18	13	13	12	16	15	16			
257	Beauceron 	21.2	21.2	16.1	17.1	18	18	28	28	16	19	18	18	19	21	9	9	13	14	14	17	12	19.3	16	17	12	12	13	15	12	14			
258	Beauceron 	15	21.2	17	20.1	19	21	20	28	16	16	15	17	16	20	9	14	13	14	15	16	12	12	15	20	13	15	13	13	12	12			
259	Bedlington Terrier 	12	12	19.1	19.1	15	15	22	29	17	17	16	17	14	16	15	18	9	9	18	18	13	15	18	18	11	11	20	20	10	15			
260	Bedlington Terrier 	12	12	18.1	19.1	16	16	16	30	16	16	20	20	16	16	15	15	9	11	18	18	14	17	18	18	11	12	15	15	15	17			
261	Belgian Laekenois 	14	23.2	20.1	20.1	14	15	22	22	16	18	15	16	19	20	9	14	9	14	16	17	13	20.3	15	17	15	15	14	14	13	15			
262	Belgian Laekenois 	12	14	20.1	20.1	14	14	22	25	18	22	15	16	19	20	9	13	8	14	16	16	13	14	15	18	12	15	14	14	13	18			
263	Belgian Malinois 	14	22.2	20.1	20.1	14	14	16	22	15	20	17	18	17	19	9	12	9	9	16	18	14	19.3	21	21	12	16	14	18	13	14			
264	Belgian Malinois 	18.2	20.2	13	13	12	14	21	22	15	18	17	17	20	20	14	16	9	13	15	16	14	14	10	16	13	15	15	18	12	15			
265	Belgian Malinois 	19.2	24.2	19.1	20.1	14	17	23	28	15	17	17	18	17	22	12	16	9	9	16	18	13	18.3	13	21	12	12	14	15	13	16			
266	Belgian Malinois 	22.2	24.2	20.1	20.1	9	14	22	28	15	15	16	17	17	22	14	16	9	9	16	18	13	13	21	21	12	12	14	18	13	14			
267	Belgian Malinois 	19	24.2	13	21.1	19	19	21	28	15	16	16	16	20	20	9	14	10	12	16	18	21.3	21.3	18	18	15	15	13	13	18	18			
268	Belgian Sheepdog 	21.2	23.2	12	18.1	13	16	29	29	16	16	16	18	17	19	11	15	14	14	18	18	12	17.3	13	18	12	12	14	15	14	14			
269	Belgian Sheepdog 	14	15	19.1	22.1	14	14	19	27	17	17	16	17	17	19	14	14	9	14	19	20	15	20.3	17	20	12	13	15	15	13	14			
270	Belgian Sheepdog 	15	20.2	13	18.1	13	14	28	28	16	18	16	17	17	19	15	15	14	14	19	19	14	17.3	17	17	12	13	15	17	12	13			
271	Belgian Sheepdog 	23.2	23.2	12	18.1	14	14	28	29	17	18	16	17	19	19	9	14	9	14	19	20	17.3	20.3	13	13	12	15	17	17	12	12			
272	Belgian Sheepdog 	23.2	23.2	16.1	16.1	12	14	21	29	17	17	16	16	19	19	15	15	9	14	18	19	19.3	21.3	17	17	13	13	12	13	13	14			
273	Belgian Sheepdog 	23.2	23.2	17.1	18.1	14	14	28	29	17	17	18	18	19	19	14	14	14	14	18	18	14	21.3	17	17	13	13	13	13	13	13			
274	Belgian Tervuren 	14	15	16.1	16.1	14	15	19	21	16	20	17	17	17	19	9	14	9	14	17	18	18.3	19.3	17	22	11	12	17	18	13	13			
275	Belgian Tervuren 	15	20	16.1	19.1	12	14	18	28	16	17	17	18	17	17	13	14	9	9	18	19	12	19.3	17	19	12	13	14	18	13	14			
276	Belgian Tervuren 	19.2	20.2	19.1	19.1	13	14	15	29	16	17	16	16	16	19	14	14	9	9	18	18	12	14	15	17	12	14	15	18	14	16			
277	Belgian Tervuren 	15	20.2	18.1	22.1	14	22	19	29	16	17	16	17	17	19	13	14	9	14	16	18	12	18.3	13	17	12	13	17	18	12	12			
278	Belgian Tervuren 	14	19.2	21.1	21.1	13	13	19	20	16	16	16	18	16	17	9	11	9	10	16	18	18.3	18.3	17	20	12	13	14	14	13	13			
279	Belgian Tervuren 	19	19.2	12	22.1	14	14	22	31	18	19	16	16	19	20	11	14	9	9	17	18	14	18.3	16	20	11	12	15	18	12	13			
280	Berger Picard 	21.2	22.2	17.1	19.1	8	20	17	28	17	19	17	20	19	19	9	13	9	10	17	18	13	14	15	15	12	13	14	14	16	21			
281	Bernese Mountain Dog 	14	22.2	12	12	16	19	15	26	18	20	19	20	14	15	10	15	10	10	13	18	13	13	15	18	13	16	14	14	16	17			
282	Bernese Mountain Dog 	13	14	12	12	14	16	15	21	18	20	19	19	15	20	15	16	10	10	13	17	13	14	15	18	15	16	13	17	17	17			
283	Bernese Mountain Dog 	14	20.2	22.1	22.1	14	19	21	21	17	17	18	18	16	20	15	16	9	10	13	18	13	13	18	18	11	16	13	14	17	17			
284	Bernese Mountain Dog 	14	14	12	12	13	14	21	21	20	20	18	19	16	20	13	15	10	10	13	13	13	13	15	15	11	15	14	17	17	17			
285	Bernese Mountain Dog 	14	14	12	12	14	19	21	26	17	19	18	19	20	20	14	15	10	10	17	18	13	14	18	18	16	16	13	18	13	13			
286	Bernese Mountain Dog 	13	14	12	22.1	8	18	21	26	17	19	18	18	15	20	15	16	10	10	18	18	13	13	15	15	11	16	14	16	16	17			
287	Bernese Mountain Dog 	13	14	12	12	14	16	21	21	17	20	17	19	16	17	14	15	9	10	13	18	13	13	15	15	11	16	16	16	16	17			
288	Bernese Mountain Dog 	13	13	12	22.1	12	14	21	28	18	20	17	19	19	20	15	15	10	13	13	13	14	16	15	18	11	13	14	17	17	17			
289	Bernese Mountain Dog 	13	20.2	12	12	19	19	15	26	18	20	18	19	17	20	13	15	10	10	13	17	13	14	17	18	13	16	16	19	12	16			
290	Bernese Mountain Dog 	14	14	21	23	14	14	18	21	18	20	17	20	20	20	14	15	10	10	13	18	13	13	18	19	16	16	16	16	12	15			
291	Bichon Frise	15	21.2	22.1	22.1	8	13	21	23	20	20	16	19	16	17	15	15	8	9	16	16	14	14	18	19	11	12	11	17	15	17			
292	Bichon Frise	12	23.2	17.1	19.1	15	18	28	28	18	20	18	19	27	27	11	15	8	9	13	18	14	19.3	18	20	11	11	15	15	19	19			
293	Bichon Frise	23.2	23.2	19.1	20.1	13	15	21	23	16	20	17	18	15	16	15	15	9	12	13	17	13	22.3	17	19	11	13	11	11	12	14			
294	Bichon Frise	21.2	23.2	19.1	21.1	13	15	19	21	19	19	17	18	20	20	13	15	8	15	16	16	13	14	19	23	12	13	18	19	14	15			
295	Bichon Frise	12	23.2	17.1	19.1	9	15	29	31	17	24	17	20	17	20	13	15	15	15	17	18	16	18.3	15	18	14	14	12	16	15	15			
296	Bichon Frise	12	23.2	17.1	18.1	8	15	21	21	19	19	18	18	15	21	11	11	9	15	16	17	13	13	15	17	13	13	11	18	15	16			
297	Bichon Frise	12	21.2	14	19.1	13	15	19	19	19	20	17	18	20	21	11	15	8	12	16	17	13	20.3	17	19	12	16	11	13	14	16			
298	Bichon Frise	14	23.2	19.1	19.1	8	14	19	23	14	19	21	21	16	16	13	15	8	9	16	18	13	14	17	17	13	16	11	18	15	15			
299	Bichon Frise	23.2	23.2	21.1	21.1	15	16	21	25	16	20	17	17	16	16	13	15	9	13	16	18	13	13	15	18	13	13	18	18	14	15			
300	Bichon Frise	12	24.2	19.1	21.1	12	13	20	23	15	19	17	17	15	21	15	15	8	14	16	18	12	13	18	19	11	12	13	13	14	15			
301	Bichon Frise	21.2	22.2	19.1	19.1	12	16	19	19	19	21	19	19	15	17	11	14	9	9	16	16	14	14	17	17	11	16	15	15	12	16			
302	Bichon Frise	12	23.2	19.1	19.1	15	16	19	22	16	20	17	18	19	20	14	15	12	12	18	18	13	14	18	18	11	11	11	11	15	15			
303	Bichon Frise	21.2	23.2	19.1	19.1	12	16	25	30	19	19	18	18	16	16	11	13	9	10	16	16	13	17.3	15	17	11	13	11	17	16	17			
304	Bichon Frise	21.2	23.2	19.1	21.1	13	16	23	23	16	18	17	17	17	21	11	14	9	12	16	17	12	13	15	15	11	13	11	11	14	15			
305	Bichon Frise	20.2	25.2	19.1	22.1	14	15	18	29	14	19	19	19	14	21	14	15	9	15	16	16	15	15	20	21	11	12	14	16	13	15			
306	Bichon Frise	21.2	23.2	19.1	20.1	16	18	21	21	15	19	17	17	19	27	11	13	9	14	16	18	13	20.3	17	17	11	11	11	12	15	15			
307	Bichon Frise	12	15	16.1	22.1	12	18	25	25	18	18	17	18	19	20	11	13	9	9	18	18	13	22.3	15	18	13	13	15	18	15	15			
308	Bichon Frise	23.2	23.2	17.1	22.1	14	15	19	28	19	21	18	19	19	21	14	15	8	17	15	17	22.3	22.3	15	24	11	11	11	13	16	17			
309	Biewer 	12	12	22.1	22.1	15	16	18	19	19	19	17	19	16	19	11	13	10	13	16	20	12	17.3	17	19	13	15	13	17	15	20			
310	Black and Tan Coonhound	14	21.2	19.1	19.1	17	19	16	28	17	21	15	18	19	20	16	16	10	15	14	14	13	17.3	13	19	15	15	15	15	12	20			
311	Black and Tan Coonhound	12	23.2	19.1	19.1	14	18	15	20	17	18	18	18	19	21	12	14	10	13	14	18	13	19.3	15	16	14	14	13	16	14	16			
312	Black Russian Terrier 	19.2	21.2	16	16	8	13	28	30	15	18	17	17	17	19	9	14	8	14	15	15	19.3	22.3	18	18	12	14	16	17	12	17			
313	Bloodhound	13	21.2	17.1	19.1	19	20	20	26	17	19	15.1	20	21	22	11	11	9	9	16	18	13	15	14	15	15	16	14	15	14	16			
314	Bloodhound	13	21.2	17.1	18.1	13	14	18	20	17	20	17	20	19	19	11	14	9	11	14	18	13	14	15	19	13	18	14	18	12	16			
315	Bloodhound	21.2	24.2	19.1	21.1	14	18	16	18	20	21	14	14	19	20	14	15	10	14	16	17	12	13	15	18	14	14	14	19	12	12			
316	Bloodhound	14	25.2	19.1	21.1	18	18	17	20	20	21	15	18	19	19	13	14	10	14	14	14	13	14	17	17	13	14	14	14	12	20			
317	Bloodhound	23.2	24.2	14	20.1	18	18	20	20	20	20	14	14	19	19	14	14	14	14	13	14	13	18.3	15	18	11	14	14	14	12	20			
318	Bloodhound	14	24.2	14	21.1	18	19	16	17	18	20	14	18	19	20	14	14	10	14	13	14	13	20.3	16	16	14	14	14	19	12	12			
319	Bloodhound	14	20.2	19.1	20.1	14	18	17	22	19	20	14	18	19	20	14	15	14	14	15	16	12	17.3	17	18	12	14	14	14	12	16			
320	Bloodhound	12	12	19.1	19.1	18	18	16	16	19	21	14	18	19	19	14	14	14	14	14	15	13	13	15	15	13	13	14	15	20	20			
321	Bloodhound	23.2	24.2	19.1	20.1	18	18	16	17	20	21	14	14	19	19	14	14	14	14	13	13	13	20.3	15	16	13	13	14	14	12	12			
322	Bluetick Coonhound 	24.2	26.2	19.1	20.1	8	13	16	21	16	17	18	25.3	15	19	11	14	8	15	16	17	13	18.3	15	17	12	14	15	18	11	19			
323	Bluetick Coonhound 	12	23.2	15.1	19.1	12	14	22	28	18	19	14	17	22	23	13	15	9	10	17	17	14	15	15	19	12	12	14	18	19	21			
324	Bolognese 	21.2	21.2	14	19.1	18	19	21	26	19	20	15	19	20.3	20.3	12	14	14	15	17	18	15	21.3	14	25	11	13	13	16	12	12			
325	Border Collie	21.2	21.2	17	22	14	14	20	27	16	17	17	17	16	17	12	15	9	10	13	14	19.3	19.3	17	17	13	13	13	13	12	15			
326	Border Collie	18.2	18.2	19.1	19.1	13	20	15	26	16	20	16	17	19	20	13	14	9	14	17	20	12	12	15	17	10	11	9	16	15	16			
327	Border Collie	13	23.2	16.1	19.1	9	12	26	26	18	19	14	18	17	20	13	13	9	11	13	18	7	15	15	22	11	12	13	13	14	16			
328	Border Collie	14	14	17.1	19.1	9	12	20	26	15	18	16	17	16	17	9	9	13	14	14	14	12	14	16	16	14	15	15	17	13	14			
329	Border Collie	21.2	24.2	19.1	22.1	9	14	15	15	15	18	15	17	21	22	11	14	9	13	17	19	13	18.3	15	17	13	15	14	16	12	13			
330	Border Collie	13	14	17.1	17.1	9	9	25	26	17	19	16	17	17	21	9	14	9	10	14	15	15	16	17	22	11	13	12	18	14	14			
331	Border Collie	21.2	23.2	19.1	19.1	8	9	17	28	18	19	16	22	14	22	9	9	10	15	15	19	19.3	23.3	17	18	12	13	14	14	14	18			
332	Border Collie	20.2	21.2	18.1	18.1	8	12	16	29	18	20	15	18	20	20	9	15	10	14	14	18	12	14	16	16	15	16	14	14	12	15			
333	Border Collie	14	26.2	16.1	20.1	17	18	15	20	16	19	17	19	16	19	9	13	8	9	16	18	13	21.3	12	14	11	13	11	18	12	16			
334	Border Collie	19.2	23.2	19.1	20	15	17	18	26	18	19	12.3	19	16	16	9	13	14	16	15	15	13	20.3	12	15	11	11	12	13	15	16			
335	Border Collie	14	20.2	18.1	19.1	13	13	25	27	18	20	17	18	14	21	12	14	10	13	15	16	15	20.3	17	19	13	15	17	18	14	15			
336	Border Collie	21.2	21.2	17.1	18.1	9	9	20	31	18	19	17	18	19	21	9	14	8	10	17	17	13	13	20	20	12	14	15	16	14	17			
337	Border Collie	21.2	21.2	18.1	19.1	9	12	20	27	15	19	16	19	17	21	9	15	9	10	14	17	12	14	15	20	13	14	16	18	14	16			
338	Border Collie	20.2	21.2	17.1	18.1	9	9	20	26	15	15	15	16	17	21	9	9	9	10	17	18	17.3	18.3	16	20	12	13	12	16	14	14			
339	Border Collie	21.2	23.2	17.1	18.1	9	9	20	20	17	18	18	19	17	21	13	15	10	16	16	19	15	17.3	14	23	12	13	12	14	13	14			
340	Border Collie	14	14	19.1	20.1	9	9	21	25	15	19	17	18	17	17	15	15	9	12	14	19	12	15	14	18	14	16	12	12	14	15			
341	Border Collie	14	20.2	16	24.1	9	9	17	26	18	23	18	21	15	21	9	9	9	14	16	17	12	14	18	19	12	13	15	16	12	16			
